pk_curve_id,Time_hr,compound_id,compound_name,Dose_mg_kg,Conc_ng_ml,pka acidic,pka basic,vd(l/kg),cl(l/hour/kg),fu,Trend_ID,PUBCHEM_CID,CAS #,CT_train_test,dataset,Conc_ng_ml_1mgkg,Conc_mgl
nimodipine 24mg (iv line-1),0.610687,877,nimodipine,0.342857143,3.6543833,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.003654383
nimodipine 24mg (iv line-1),0.9160305,877,nimodipine,0.342857143,5.1709198,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.00517092
nimodipine 24mg (iv line-1),1.9847328,877,nimodipine,0.342857143,6.8260726,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.006826073
nimodipine 24mg (iv line-1),4.2748092,877,nimodipine,0.342857143,8.4066526,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.008406653
nimodipine 24mg (iv line-1),5.9541985,877,nimodipine,0.342857143,7.4881046,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.007488105
nimodipine 24mg (iv line-1),8.8549618,877,nimodipine,0.342857143,9.4378789,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.009437879
nimodipine 24mg (iv line-1),11.9083969,877,nimodipine,0.342857143,10.353219,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.010353219
nimodipine 24mg (iv line-1),14.0458015,877,nimodipine,0.342857143,10.5956011,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.010595601
nimodipine 24mg (iv line-1),18.1679389,877,nimodipine,0.342857143,13.9871296,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.01398713
nimodipine 24mg (iv line-1),24.1221374,877,nimodipine,0.342857143,11.6232238,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.011623224
nimodipine 24mg (iv line-1),24.4274809,877,nimodipine,0.342857143,9.4378789,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.009437879
nimodipine 24mg (iv line-1),24.5801527,877,nimodipine,0.342857143,7.1494297,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.00714943
nimodipine 24mg (iv line-1),24.8854962,877,nimodipine,0.342857143,5.6724255,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.005672426
nimodipine 24mg (iv line-1),25.4961832,877,nimodipine,0.342857143,4.0088066,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.004008807
nimodipine 24mg (iv line-1),25.9541985,877,nimodipine,0.342857143,2.7682869,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.002768287
nimodipine 24mg (iv line-1),27.0229008,877,nimodipine,0.342857143,2.6430818,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.002643082
nimodipine 24mg (iv line-1),28.0916031,877,nimodipine,0.342857143,2.4658111,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.002465811
nimodipine 24mg (iv line-1),29.7709924,877,nimodipine,0.342857143,1.5167168,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.001516717
nimodipine 30ug/kg (iv line-1),0.0902242,877,nimodipine,0.03,72.2510562,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.072251056
nimodipine 30ug/kg (iv line-1),0.2932317,877,nimodipine,0.03,48.1253166,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.048125317
nimodipine 30ug/kg (iv line-1),0.3609009,877,nimodipine,0.03,22.7290718,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.022729072
nimodipine 30ug/kg (iv line-1),0.5639084,877,nimodipine,0.03,13.7843788,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.013784379
nimodipine 30ug/kg (iv line-1),0.8345851,877,nimodipine,0.03,10.0841803,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.01008418
nimodipine 30ug/kg (iv line-1),1.0714272,877,nimodipine,0.03,9.1815626,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.009181563
nimodipine 30ug/kg (iv line-1),1.5451114,877,nimodipine,0.03,5.9274964,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.005927496
nimodipine 30ug/kg (iv line-1),2.0187956,877,nimodipine,0.03,3.5948171,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.003594817
nimodipine 30ug/kg (iv line-1),3.135337,877,nimodipine,0.03,2.4704769,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.002470477
nimodipine 30ug/kg (iv line-1),4.11654,877,nimodipine,0.03,1.4521504,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.00145215
nimodipine 30ug/kg (iv line-1),4.9624046,877,nimodipine,0.03,0.96726,,,1.1,0.9,0.016,877,4497,66085-59-4,test,Geci+Trend,1,0.00096726
nitrendipine 2mg (intravenous intravenous infusion),0.262766845,881,nitrendipine,0.028571429,10.4453813,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.010445381
nitrendipine 2mg (intravenous intravenous infusion),0.37578514,881,nitrendipine,0.028571429,13.3654074,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.013365407
nitrendipine 2mg (intravenous intravenous infusion),0.60182173,881,nitrendipine,0.028571429,19.0818905,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.019081891
nitrendipine 2mg (intravenous intravenous infusion),0.658330878,881,nitrendipine,0.028571429,8.9823674,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.008982367
nitrendipine 2mg (intravenous intravenous infusion),0.884367467,881,nitrendipine,0.028571429,4.7201956,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.004720196
nitrendipine 2mg (intravenous intravenous infusion),1.05389491,881,nitrendipine,0.028571429,3.3061367,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.003306137
nitrendipine 2mg (intravenous intravenous infusion),1.392949793,881,nitrendipine,0.028571429,3.2168107,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.003216811
nitrendipine 2mg (intravenous intravenous infusion),1.788513827,881,nitrendipine,0.028571429,2.6555733,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.002655573
nitrendipine 2mg (intravenous intravenous infusion),2.12756871,881,nitrendipine,0.028571429,2.5140135,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.002514014
nitrendipine 2mg (intravenous intravenous infusion),2.3536053,881,nitrendipine,0.028571429,2.2531303,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.00225313
nitrendipine 2mg (intravenous intravenous infusion),2.466623595,881,nitrendipine,0.028571429,1.8600264,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.001860026
nitrendipine 2mg (intravenous intravenous infusion),3.314260807,881,nitrendipine,0.028571429,1.6670084,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.001667008
nitrendipine 2mg (intravenous intravenous infusion),3.427279102,881,nitrendipine,0.028571429,1.535507,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.001535507
nitrendipine 2mg (intravenous intravenous infusion),3.992370575,881,nitrendipine,0.028571429,1.2676069,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.001267607
nitrendipine 2mg (intravenous intravenous infusion),4.613971197,881,nitrendipine,0.028571429,1.200035,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.001200035
nitrendipine 2mg (intravenous intravenous infusion),6.478773062,881,nitrendipine,0.028571429,0.84053,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.00084053
nitrendipine 2mg (intravenous intravenous infusion),8.456593222,881,nitrendipine,0.028571429,0.58873,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.00058873
nitrendipine 2mg (intravenous intravenous infusion),9.643285317,881,nitrendipine,0.028571429,0.52764,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.00052764
nitrendipine 2mg (intravenous intravenous infusion),11.56459633,881,nitrendipine,0.028571429,0.37983,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.00037983
nitrendipine 2mg (intravenous intravenous infusion),12.41223354,881,nitrendipine,0.028571429,0.29685,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.00029685
nitrendipine 2mg (intravenous intravenous infusion),14.503072,881,nitrendipine,0.028571429,0.23199,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.00023199
nitrendipine 2mg (intravenous intravenous infusion),15.40721835,881,nitrendipine,0.028571429,0.19152,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.00019152
nitrendipine 2mg (intravenous intravenous infusion),24.50519109,881,nitrendipine,0.028571429,0.12022,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.00012022
nitrendipine 2mg (intravenous intravenous infusion),25.52235574,881,nitrendipine,0.028571429,0.11074,,,6.1,1.5,0.02,881,4507,39562-70-4,test,Geci+Trend,1,0.00011074
nizatidine 150mg (intravenous group i),0.375,884,nizatidine,2.142857143,2193.999883,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,2.193999883
nizatidine 150mg (intravenous group i),0.75,884,nizatidine,2.142857143,1257.815905,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,1.257815905
nizatidine 150mg (intravenous group i),1.875,884,nizatidine,2.142857143,583.8590281,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,0.583859028
nizatidine 150mg (intravenous group i),3,884,nizatidine,2.142857143,375.5477808,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,0.375547781
nizatidine 150mg (intravenous group i),3.75,884,nizatidine,2.142857143,224.4305119,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,0.224430512
nizatidine 150mg (intravenous group i),6,884,nizatidine,2.142857143,83.1544509,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,0.083154451
nizatidine 150mg (intravenous group i),7.875,884,nizatidine,2.142857143,38.4158547,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,0.038415855
nizatidine 150mg (intravenous group i),11.8125,884,nizatidine,2.142857143,10.2230857,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,0.010223086
nizatidine 150mg (intravenous group iv),0.1875,884,nizatidine,2.142857143,4412.361637,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,4.412361637
nizatidine 150mg (intravenous group iv),0.5625,884,nizatidine,2.142857143,3169.121575,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,3.169121575
nizatidine 150mg (intravenous group iv),2.0625,884,nizatidine,2.142857143,1964.833707,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,1.964833707
nizatidine 150mg (intravenous group iv),2.8125,884,nizatidine,2.142857143,1634.83791,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,1.63483791
nizatidine 150mg (intravenous group iv),3.9375,884,nizatidine,2.142857143,1311.152478,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,1.311152478
nizatidine 150mg (intravenous group iv),6,884,nizatidine,2.142857143,941.7184952,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,0.941718495
nizatidine 150mg (intravenous group iv),8.0625,884,nizatidine,2.142857143,727.9968497,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,0.72799685
nizatidine 150mg (intravenous group iv),12,884,nizatidine,2.142857143,336.3213983,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,0.336321398
nizatidine 150mg (intravenous group iv),24,884,nizatidine,2.142857143,69.1885613,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,0.069188561
nizatidine 150mg (intravenous group iv),36,884,nizatidine,2.142857143,28.6252046,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,0.028625205
nizatidine 150mg (intravenous group iv),48,884,nizatidine,2.142857143,11.8430319,,6.54,1,0.588,0.65,884,3033637,76963-41-2,test,Geci+Trend,1,0.011843032
ondansetron 0.15mg/kg (intravenous aged (age range 75 to 82 years)),1.7284347,907,ondansetron,0.15,76.2296104,,7.34,1.8,0.348,0.27,907,4595,99614-02-5,test,Simcyp+Trend,1,0.07622961
ondansetron 0.15mg/kg (intravenous aged (age range 75 to 82 years)),2.2816262,907,ondansetron,0.15,70.7580898,,7.34,1.8,0.348,0.27,907,4595,99614-02-5,test,Simcyp+Trend,1,0.07075809
ondansetron 0.15mg/kg (intravenous aged (age range 75 to 82 years)),4.2731156,907,ondansetron,0.15,49.6735616,,7.34,1.8,0.348,0.27,907,4595,99614-02-5,test,Simcyp+Trend,1,0.049673562
ondansetron 0.15mg/kg (intravenous aged (age range 75 to 82 years)),6.2277255,907,ondansetron,0.15,37.919753,,7.34,1.8,0.348,0.27,907,4595,99614-02-5,test,Simcyp+Trend,1,0.037919753
ondansetron 0.15mg/kg (intravenous aged (age range 75 to 82 years)),8.1823354,907,ondansetron,0.15,28.9471359,,7.34,1.8,0.348,0.27,907,4595,99614-02-5,test,Simcyp+Trend,1,0.028947136
ondansetron 0.15mg/kg (intravenous aged (age range 75 to 82 years)),10.1369454,907,ondansetron,0.15,21.6899674,,7.34,1.8,0.348,0.27,907,4595,99614-02-5,test,Simcyp+Trend,1,0.021689967
ondansetron 0.15mg/kg (intravenous aged (age range 75 to 82 years)),12.0546759,907,ondansetron,0.15,15.2267809,,7.34,1.8,0.348,0.27,907,4595,99614-02-5,test,Simcyp+Trend,1,0.015226781
ondansetron 0.15mg/kg (intravenous aged (age range 75 to 82 years)),18.1029028,907,ondansetron,0.15,7.6452783,,7.34,1.8,0.348,0.27,907,4595,99614-02-5,test,Simcyp+Trend,1,0.007645278
